guid,title,company,sentiment,content,upvotes,downvotes,parent_themes
681c72d1293ad62aed539c3b,Excellence through and through,Cefalo Bangladesh Ltd.,,"Pros:
Excellent management - probably the best among all software firms in Bangladesh. They genuinely listen to and care about their employees.
Developer-first culture with zero micromanagement. The management structure is almost flat, meaning there’s no real “boss.”
You can raise concerns about almost anything without fear, and they will be heard.
Flexible vacation policy and competitive salary.
Free breakfast, lunch, and unlimited snacks throughout the day.
Transportation facilities.
Health insurance.
Great work-life balance.
Cons:
The experience may vary depending on the client you're assigned to. Some clients are great; others, not as much. However, Cefalo is always proactive in helping to resolve such situations.
No provident fund or profit-sharing options.",9,0,
681c71be293ad62aed539a43,I had a disappointing experience at Hyper systems Ltd,Hyper systems ltd,Negative,"I had a disappointing experience at Hypersystem Ltd. Although the company claims to be a software development firm, the internal structure is disorganized, and proper workflow management is lacking. Deadlines are often missed due to poor planning and a lack of clear processes.
One of the most concerning issues is the irregular salary distribution. Employees are not paid on time, which creates financial uncertainty and stress.
Additionally, the company has a serious problem with its leadership style. Despite having an HR department and a management team, all decisions — big and small — are controlled solely by the CEO. This results in a toxic micromanagement culture where employees have little autonomy or trust.
The CEO is known for being short-tempered, often exhibiting rude and aggressive behavior. This creates a hostile work environment where open communication is discouraged, and morale is consistently low.
Overall, I would not recommend Hypersystem Ltd to software professionals looking for a stable and respectful workplace.",0,0,
681c714b293ad62aed539947,মিষ্টি কথার ফুলঝুড়ি,Mysoft Heaven (BD) Ltd.,Negative,"কোম্পানির এমডি পল্লব মিষ্টি মিষ্টি কথা বলে কিছুদিন পরে আসল চরিত্র বের হয়ে আসে । জুলুমবাজ প্রকৃতির একটা লোক । কত ইমপ্লয়ির বেতন পরিশোধ করে নাই আল্লাহ ভাল জানে । বেতন ও ঠিক মতন দেয় না । কোন কোন ক্ষেত্রে পরের মাসের ২০ এমনকি ২৫ তারিখ ও পার করে ফেলে । অফিস শেষের সময় তার মিটিংয়ের কথা মনে পড়ে ! ১০-১৫ মিনিট ও না । ৬.৩০ থেকে অনেকে সময় সেটা রাতের ১১ টা পর্যন্ত যায়। পরের দিন আবার আপনাকে ইন টাইমেই আসতে হবে না হলে লেট হিসেবে সেলারি কাটবে । কোন লজিস্টিক সাপোর্ট দেয়ার আগ্রহ নাই। টিএ বিল ও মেরে দেয় এরা - কাট চাট তো আছেই । লজ্জা নাই লোকটার তবুও বড় গলায় গলাবাজি করে চলে ।
যতগুলো প্রোজেক্ট করেছে একটার অবস্থাও সুবিধাজনক না - সরকারি বেসরকারি কোথাও পল্লবের কথায় এখন বিশ্বাস করে না । কমিটমেন্ট ব্রেকের রাজপুত্র হল এই পল্লব ।
দ্রুতই হয়ত সরকারি কাজের জন্য মামলা খাবে আমার বিশ্বাস ।
একজনের কাজ অন্যজনের উপর চাপিয়ে দেয়া নিত্যকার ঘটনা ।
ওর স্ত্রী শারমিন ডিরেক্টর অপরেশন পদে বসে গেছে শুধু স্বামীর কোম্পানি পরিচয়ে । মহিলার ব্যাবহার অত্যন্ত বাজে । কাউকে সে সম্মান করে কথা বলতে পারে না । কাজের কাজ বুঝেনা কিছু শুধু মানুষকে ঢেকে ঢেকে কাজ চাপিয়ে দিয়ে বিরক্ত করা ।
শালা জুয়েল বিজনেস অপরেশন ওর যে এই পদের জন্য কি যোগ্যতা আল্লাহ ভাল জানে ? গুটিবাজ শ্রেনীর একটা লোক । সব যেয়ে বোনকে গুটি করা।
এইচ আর এর ঝর্না শারমিনের সেবা দাসী টাইপের । অথর্ব খাজনার থেকে বাজনা বেশি নিজেকে শারমিন টাইপ মনে করে !",0,0,
681c7093293ad62aed5397c6,"একটি সুন্দর, সুশৃঙ্খল ও মানবিক কর্মজীবনের নাম BIKIRAN",BIKIRAN,,"BIKIRAN-এ কাজ করা আমার জন্য এক দারুণ অভিজ্ঞতা। সময়মতো বেতন, সহযোগিতাপূর্ণ ম্যানেজমেন্ট, আর ফ্লেক্সিবল কাজের পরিবেশ—সব মিলিয়ে এখানে কাজ করাটা বেশ স্বাচ্ছন্দ্যের। প্রয়োজনে ইচ্ছামতো ছুটি নেওয়ার সুযোগ থাকায় ব্যক্তিগত জীবন ও কাজের মধ্যে ভারসাম্য বজায় রাখা সহজ হয়। টিমের সবাই বন্ধুসুলভ এবং সহানুভূতিশীল, যা প্রতিদিনের কাজকে আনন্দদায়ক করে তোলে। একজন কর্মী হিসেবে আমি সত্যিই সম্মানিত ও সুরক্ষিত বোধ করি এই প্রতিষ্ঠানে।",0,0,
681c7030293ad62aed5396ee,"El-Nino Group একেবারেই অযোগ্য, অগোছালো ও কর্মীবিরোধী একটি কোম্পানি। মালিক নিজেই সবচেয়ে বড় সমস্যা।",El-Nino Group,Negative,"🔹 হঠাৎ করে কোনো কারণ না দেখিয়ে এমপ্লয়িদের বাদ দিয়ে দেয়।🔹 অনেক সময় বেতনই দেয় না — এটা চরম অন্যায় ও শ্রমিকের প্রতি অবিচার।🔹 অফিসে কাজের পরিবেশ নেই, কারণ মালিক সারাক্ষণ কর্মীদের সন্দেহের চোখে দেখে।🔹 মনে করেন যেন কেউই কাজ করছে না — আর এমন ভাব করেন যেন সবাই তাঁর কোম্পানিতে কাজ করতে লাইন দিয়ে আছে। বাস্তবে ব্যাপারটা সম্পূর্ণ উল্টো।🔹 এমন ব্যবস্থাপনায় কর্মীরা স্বাভাবিকভাবে কাজ করতে পারে না, মানসিক চাপে থাকে।
⚠️ ছোট কোম্পানি বলেই সবাইকে মানুষ হিসেবে সম্মান দেওয়া উচিত ছিল, কিন্তু এখানে সেটার অভাব প্রবলভাবে দেখা যায়। বিশেষ করে এই ধরনের মানসিকতার মালিকের অধীনে কাজ করা বিপদজনক।
👉 যারা সম্মান ও স্থিরতা চান, তাদের এই কোম্পানি এবং এর মালিক দুটো থেকেই দূরে থাকাই ভালো।",0,0,
681c6f57293ad62aed5394f8,একেবারে নোংরা অভিজ্ঞতা!,Techlyn,Negative,"Techlyn-এ কাজ শুরু করেছিলাম আগের ভালো চাকরি ছেড়ে, ভেবেছিলাম কিছু শিখতে পারবো। কিন্তু মাত্র এক সপ্তাহেই বুঝে গেলাম—এটা একটা ভয়ানক অগোছালো, অপ্রফেশনাল এবং দায়িত্বজ্ঞানহীন কোম্পানি।
🔹 কোনো ওয়ার্নিং বা ফিডব্যাক ছাড়াই এক সকালে এসে বলে, “কাল থেকে আর আসতে হবে না।”
🔹 ইন্টারভিউ ঠিকমতো নেয় না। এক সপ্তাহ পর এসে বলে, “আপনি তো জুনিয়র লেভেলের কাজ জানেন, আমাদের আরও এক্সপেরিয়েন্স দরকার।”
🔹 অথচ জয়েন করার সময় বলেছিল—কম জানলেও হবে, সিনিয়ররা শেখাবে। কিন্তু সিনিয়রদের সঙ্গে ভালোভাবে কথা বলার আগেই চাকরি শেষ!
🔹 ১০-১২ জনের জন্য মাত্র ১টা ওয়াশরুম, সেটাও একদম অপরিচ্ছন্ন, দুর্গন্ধে ভরা।
🔹 একজন মানুষ তার আগের স্টেবল চাকরি ছেড়ে এসে এখানে জয়েন করে, আর একটুও সময় না দিয়ে তাকে বের করে দেওয়া—এটা অমানবিক।
🔹 চাকরির কোনো নিরাপত্তা নেই। যেকোনো দিন, যেকোনো সময় — “আজকেই শেষ দিন” বলে বের করে দিতে পারে।
⚠️ যারা ক্যারিয়ার নিয়ে সিরিয়াস, তাদের জন্য এই কোম্পানি একেবারেই নয়। এখানে সময়, মেধা, আত্মবিশ্বাস—সব হারাতে পারেন।",0,0,
681c6f3e293ad62aed5394b6,A Forward-Thinking Tech Company with a Heart,AppifyDevs,,"Pros:
Working at AppifyDevs has been an enriching experience. The company stands out for its commitment to delivering high-quality, custom software solutions tailored to diverse business needs. Their dual engagement models—dedicated teams and project-based collaborations—offer flexibility and cater to a wide range of client requirements .
The leadership team is approachable and genuinely cares about employee growth and well-being. They foster a supportive environment that encourages innovation and continuous learning. The company's culture promotes collaboration, transparency, and mutual respect, making it a great place to work.
Cons:
As with any growing company, there are areas for improvement. Streamlining internal processes and enhancing communication across departments could further boost efficiency. However, the management is receptive to feedback and actively works towards continuous improvement.
Advice to Management:
Continue to invest in employee development programs and maintain the open-door policy that makes AppifyDevs a welcoming workplace. As the company scales, preserving the close-knit culture will be key to sustaining employee satisfaction and performance.",0,0,
681c6eb3293ad62aed539336,"Unara Naki MNC, The abbreviation MNC may required redefinition",Apex DM IT,Negative,"USA te property preservation, occupied maintenance, turn & renovation kora akta company jara nijeder MNC bole dabi kore. Tara naki salary high dey 😁.
Negative point gula niche:
Positive:",1,0,
681c6e78293ad62aed53929d,Excellent Work Environment,ULTRA-X BD,,"Back in 2021, I worked at this company as a software engineer for 3–4 months during my probation period, and it was an incredibly positive experience. The learning environment was excellent — I had the opportunity to learn a lot from my seniors, who were always supportive and professional. Time management was taken seriously, and salaries were paid on time without fail. All the employees maintained a high level of professionalism, which made the workplace even more inspiring.
I left the company to pursue higher studies, and the team was very supportive of my decision. They even organized a farewell party and wished me well, which speaks volumes about the company culture. Overall, it was a great place to start my career, and I’m grateful for the experience.",1,0,
681c6e5b293ad62aed539249,Best Place for Starting IT Career,Millennium Information Solution Ltd.,,,1,0,
681c6e36293ad62aed5391f4,Step Media LTD,Step Media LTD,Negative,"এই প্রতিষ্ঠানের কর্মীদের ৩/৪ মাসের বেতন বকেয়া। বেতন দেয়  ক্যাশে, ১ মাসের বেতন ২/৩ কিস্তিতে দেয়।  ব্যাংক এর মাধ্যমে বেতন দেয় না। কোন মাসের বেতন দিয়েছে সেই রিসিট ও কর্মীদের দেওয়া হয় না।  অথচ কোম্পনির এমডি কোটি টাকার গাড়িতে চড়ে। বিদেশ ভ্রমণ করে।",0,0,
681c6da1293ad62aed5390a4,"যদি কেজি ইস্কুলের মত জব লাইফ চান, আর স্যালারি মাইর খাইতে চান, তাহলে মহাকাশের বিলাইতে জয়েন করুন ।",Space Cats,Negative,"আমার লাইফে দেখা জঘন্য কোম্পানি । আমেরিকায় বসে বাংলাদেশ, ইন্ডিয়া, পাকিস্তান থেকে মুরগী বাচাই করে কোম্পানিতে নেয় তারা । জয়েনিং এর সময় কট্রাক্ট সাইন করাবে, কাজের ব্যাপারে খালি মিটিং আর মিটিং । প্রজেক্ট ম্যানেজার পারে শুধু ইঞ্জিনিয়ারদের উপর বেয়াদবের মত চিল্লাইতে । Product Owner (PO) নিধি নামে একজন ছিলো বা এখনো আছে, টেকনোলজি সম্পর্কে বিন্দুমাত্র জ্ঞান নাই, খালি বড় বড় কথা আর হুদাই রিকয়ারমেন্টস চেঞ্জ করে প্যারা দেয়া ।
কাজের পরিবেশ হলো, সারাক্ষণ মিটিং (রাতের রিমোট জব) । যাই ই করেন, মিটিং এ থেকে কাজ করতে হবে, যেকোনো মুহুরতে ডাকবে, ১-২ মিনিটে না পেলেই মোবাইলে কল । ওয়াশরুমে গেলেও অনুমতি/জানিয়ে যেতে হবে । বেশিরভার দিনই ডিনার ব্রেকের ও সুযোগ দিতোনা ।
আর ম্যানেজমেন্টের কথা কি বলবো !
কাশফিয়া (সম্ভবত মালিকের বোন) আসতো খালি ঝগড়া করতে । আর মালিক আবরার সবচেয়ে বড় ফ্রড । জয়েনিং ১ম মাস থেকেই স্যালারি নিয়ে ঘুরাবে । কাজ আদায়ের সময় এত পিরিত এরপর আর ম্যাসেজ সিন করবেনা । প্রতিদিন ফোন দিবেন তাও রিসিভ/সিন করবেনা ম্যাসেজ । আর ইচ্ছেমত লোক বাদ দিবে । দুতিন মাসের টাকা আটকিয়ে বিনা নোটিশে আপনি বাদ ।
একটা টেক কোম্পানি কাজ চালায় হোয়াটসএপে আর আপনাকে চাকরি থেকে বাদ দেয়ার সাইন হলো হঠাত সব গ্রুপ থেকে আপনাকে বের করে দেয়া ।
এরা প্রায় সময়েই সার্কুলার দেয় ফেসবুক গ্রুপ গুলোতে । HR এ একটা সার্কাসের গাধী বসিয়ে রাখছে ।",1,0,
681c6d70293ad62aed539042,Salary & environment problem,Gononet Solutions Ltd,Negative,"Don't paid timely salary
You will not get salary last 1/2 months when left the company
MD has no idea about technology but try to complete ERP with 6/7 months
MD want to play role of everything",1,0,
681c6ca4293ad62aed538ea5,"Toxic , Dominating , Unprofessional Work Culture",Addie Soft Ltd,Negative,"এতো টক্সিক পরিবেশ , ৮ ঘন্টার কাজ ১২ - ১৩ ঘণ্টা / শেষ করে যেতে হয় । রোজার দিনেও ৮/৯ ঘণ্টা অফিস করায়
প্রোজেক্ট ম্যানেজার একটা বেয়াদপ , খুবই খারাপ আচরন করে । গালিও দেয় । এমনকি রোযার দিনেও গালি দেয় ।
প্রোজেক্ট ম্যানেজার কে তেল মারতে পারলে টিম লিড দেয়া যায়। দেখা যায় সিনিয়র দের বাদ দিয়ে বাচ্চা জুনিয়র কে দায়িত্ব দেয় টিম দেখতে ।
সালারী তো দেয় গরিবি ।  যা কাজ করায় তার তুলনায় হাস্যকর ।
এম ডি ও তার ওয়াইফ ২ জনে অফিসে আসে , ২জন এর মিলে অফিসে সবাইকে গালাগালি করে । একজন সিনিয়র জিএম কে ও গালাগালি না করে ছাড়ে নি।
ছোট ১০*১০ রুমে ১০/১২ জন ইঞ্জিনিয়ার বসায় , নড়াও যায় না। একবার জব ছাড়লে এন ও সি , শেষ মাসের বেতন ও মেরে দেয় ।টাইম কম দিয়ে বেশি আউটপুট চায়নামাজে গেলেও পাঞ্চ করতে হয় ।সব মিলে খুবই তিক্ত অভিজ্ঞতা ।",1,0,
681c6af9293ad62aed538b59,🚨Ethical Den - 🚫A BIG ALERT!!! SCAM Company!!!,Ethical Den Bangladesh,Negative,"⚠️ ইন্ডিয়ান নামধারী কোম্পানি Ethical Den Bangladesh-এর ভয়ংকর প্রতারণার কার্যক্রম :
❌ ১. চাকরির নামে ভয়ংকর প্রতারণা :
❌ ২. ফ্রি ইন্টার্নশিপের নামে শ্রম শোষণ :
❌ ৩. অমানবিক ওয়ার্কিং কন্ডিশন :
❌ ৪. বেতন নিয়ে প্রতারণা ও কর্মচারীদের শোষণ :
❌ ৫. অন্যায়ের প্রতিবাদ করলে ভয়ভীতি দেখানো
❌ ৬. এখন পর্যন্ত যতটুকু জানি এদের বাংলাদেশে কোনো বৈধতা নেই!",0,0,
681c6a3f293ad62aed538a03,গরীব ফকির কোম্পানি। নিজের নাই টাকা তাহলে কিভাবে এমপ্লয়ী দের কি দিবে? কত এমপ্লয়ী পাওনা টাকা পায় বছর বছর যায় শুধু ঘুরায়,HelloTask Platform Ltd,Negative,"গরীব ফকির কোম্পানি। নিজের নাই টাকা তাহলে কিভাবে এমপ্লয়ী দের কি দিবে? কত এমপ্লয়ী পাওনা টাকা পায় বছর বছর যায়  ঘুরায়  । না পারে এমপ্লয়ী পাওনা টাকা  দিতে না পারে কাস্টমার সার্ভিস দিতে ,  CEO সরন  সোশ্যাল মিডিয়ার সো অফ আর Cringe  স্ট্যাটাস  , ফোবস ৩০ ছাড়া  কিছুই করতে পারে না
সতর্কবার্তা:যারা সত্যিকারের ক্যারিয়ার বানাতে চান, তারা HelloTask Platform Ltd  থেকে দূরে থাকুন। সময়, স্কিল আর মানসিক শান্তি—তিনটাকেই বিসর্জন দিতে হবে।",0,0,
681c68e9293ad62aed53875f,নিউবি ভাইয়ের হ্যাকিং মিশন,Newbie Bhai,,"একদিন গ্রামের এক শান্ত সকালে, নিউবি ভাই ঘুম থেকে উঠে ঘোষণা দিল, “আজ থেইকা আমি হ্যাকার হমু!”
পাশে থাকা তার বন্ধু মুন্না জিজ্ঞেস করলো, “তুমি তো পিসির কীবোর্ড দেইখা কয় ‘এটা কি রিমোট?’ – এখন হ্যাকার হইবা কেমনে?”
নিউবি ভাই গম্ভীর গলায় বলল, “ইউটিউব এ একটা ভিডিও দেইখা সব শিখছি। হ্যাকিং শিখা খুব সহজ!”
দুপুরে নিউবি ভাই শুরু করলো তার প্রথম হ্যাকিং অপারেশন। সে গুগলে লিখলো:
“How to hack Facebook password without coding.”
রেজাল্ট আসলো – “Click this link to become a pro hacker!”
নিউবি ভাই চোখ বন্ধ করে বিশ্বাস কইরা ক্লিক করলো।
দুই মিনিট পরে তার মোবাইলে একটা মেসেজ আসলো:
“Your balance is now 0.00. Thank you for subscribing to HackerProMax!”
নিউবি ভাই চিৎকার করে উঠলো – “আইসা রে ভাইগো! হ্যাকার না, হ্যাকড হইয়া গেছি!”
মুন্না পাশ থেইকা বললো, “ভাই, ইউটিউব দেইখা হ্যাকার হয় না। আগে কম্পিউটার অন/অফ করা শিখো।”
সেই দিন থেইকা নিউবি ভাই তার নাম বদলাইছে — এখন সে নিজেকে কয় “হ্যাকডার ভাই”।",0,0,
681c6832293ad62aed53861a,🚩 Beware: This Company Is Full of Red Flags,all generation tech,Negative,"Be very careful with this company. Most of the positive reviews on Glassdoor arewritten by employees under pressure from management.This is a third-party company that will ask you to leave your permanent job and join them immediately, promising placement opportunities. But after joining,they often fail to place you with any client and then terminate you with lame excusesand without any notice. They ruin people’s careers without a second thought.Think twice before getting involved with them. Now they'll have their employees write fake positive comments on this platform as well! LOL!",4,0,
681c6779293ad62aed5384fe,"Software Company নয়, এটা Time Tracking As A Service (TTaaS)!",Kona Software Lab,Negative,"প্রথমেই বলা দরকার:কোরিয়ান মালিকরা আসলে ভালো মানুষ।তারা সত্যিই একটা ভালো কোম্পানি বানাতে চান, খরচ করছেন, সুযোগ দিচ্ছেন, প্রযুক্তিতে বিনিয়োগ করছেন।দূর দেশ থেকে বসে যারা এত চেষ্টা করছেন—তাদের উদ্দেশ্য প্রশংসার যোগ্য।
কিন্তু আফসোস,লোকাল ম্যানেজমেন্ট(CTO, Chief of People Stuffs, HR, Admin) পুরো বিষয়টাকে ধ্বংসের রাস্তায় নিয়ে যাচ্ছে।
CTO
নামেই CTO কাজে ""Chief Technical Oblivion""তাকে কোড দেখাও = গুগল translate-এ গুজরাটি ফ্রেঞ্চে অনুবাদ করা।দিন শুরু হয় attendance log দিয়ে, দিন শেষ হয় attendance justification নিয়ে।Analysis - Design তো দূরের কথা, এই মানুষ monolith শব্দ শুনে মনে করেন ""এটা নিশ্চয় কোন খাবার।""
Chief of People Stuffs
উনি নিজে কিছু বোঝেন না,শিখতে চান না,করতেও পারেন না –তবে যেকোনো ভালো কিছু আটকাতে ওস্তাদ!
কারো মাথায় যদি initiative আসে, তাহলে তার রিয়্যাকশন: “এই ছেলে তো বেশি বুঝে ফেলেছে, একে এখনই থামাতে হবে!”
একটা ভালো plan দেখলেই ঘাম ওঠে!তারপর শুরু হয় সেই পুরনো খেলা,“না” বলা, বেকার প্রশ্ন তোলা, হেড কোয়ার্টার এ ভুল তথ্য পৌঁছানো, আর সবশেষে কোরিয়ান মালিকদের এমন ভাবে বোঝানো যেন, ওই বেচারা কাজের ছেলেটাই কোম্পানির জন্য হুমকি।
উনি নতুন আইডিয়ার চেয়ে নিজের chair বাঁচাতে বেশি ব্যস্ত।কারণ, কারো growth = উনার threat.
এক কথায় বললে:নিজে কিছু করেন না,আর যাদের কিছু করার ক্ষমতা আছে,তাদের career-এ firewall লাগিয়ে দেন।
Tech Stack:
Frontend: Card Punch
Backend: Attendance database
CI/CD: Ctrl+C / Ctrl+V
Job Interview Experience:
Interviewer: “আপনি Spring Boot জানেন?”Candidate: “হ্যাঁ”Interviewer: “তবে প্রতিদিন ৯:৫৫-এ পৌঁছাতে পারবেন তো?”Candidate: “…”Result: Reject : “Too much technical”
এখানে সবকিছুই আছে: except software development.
একমাত্র জায়গা যেখানে ভূতও পাঞ্চ করে ঢোকে।",19,3,
681c657b293ad62aed5381bd,ইনকাম ঠিক আছে কিন্তু  ১ টাকাও সেলারী বারাবে না,"Omera petrolium Limited, MJL,East coast",Negative,"পুরাই ফালতু কম্পানি। এইচ আর মিথ্যা বলে বলে লোক রিক্রুট করে। ৩ বছর আগে একটাকাও সেলারী বাড়াবে না।
কোন পলিসি নাই।  খালি সম্পদ বাড়াবে কিন্তু এম্পোই দেওয়ার বেলায় কিছু নাই।
PF, Gratuity, EL encashment, salary review কিছুই নাই।
তবে সময় মত সেলারি দেয়, লাঞ্চ ফ্রি",0,0,
681c6524293ad62aed538116,পাক্কা ছোটলোক ম্যানেজমেন্ট,Codemen Solutions Limited,Negative,"১. কোম্পানির সিইও রাফি দৌলা একটা লোভী, স্বার্থানেশী লোক। পারলে এম্প্লয়ীদের বিনা টাকায় খাটাতে পারলে বাঁচে।
২. ম্যানাজার গোলাম মোর্শেদ আর আবু সাইদ বিশ্বাস এর মত ছোটলোক দুনিয়ায় আর একটা নেই। এম্প্লয়ীদের রক্ত চুষে খায়। কোন ডেভ একদিনের লিভ নিলেই এদের চুলকানি শুরু হয়ে যায়। রোজার মাসে নামাজ কালাম ও ঠিকমতো পড়তে দেয় না। নামাজের সময় মিটিং কল করে বসে রাখে। নরমাল সময়ের কথা তো বাদই দিলাম। এম্প্লয়ী লাঞ্চ ব্রেক এ গেলেই এনাদের গায়ে জ্বালা ধরে যায়।",1,0,
681c62ff293ad62aed537cf7,Developers Face the Real Struggle,GhorerBazar,Negative,"🔴 Constantly Changing Project RequirementsDuring projects, requirements keep changing without proper planning.This makes development extremely challenging for the team, causing delays and confusion.Yet, at the end of the day, if the project doesn’t meet expectations, all the blame falls solely on the developers.
🔴 No Clear Policy for Increment or PromotionThere is no clear structure or criteria for salary increments or promotions.Employees work hard without any clarity about their future growth or career advancement within the company.
🔴 Mismanaged Probation PeriodsAlthough the official probation period is supposed to be 3 months, many employees are kept in probation for 6 to 8 months or longer without proper justification or confirmation.
🔴 Unfair and Changing Bonus PoliciesInitially, Eid bonuses were promised after 3 months of joining.Later, the policy was changed to 6 months — and now, it has been extended to 12 months — all without any formal announcement or written policy update.
🔴 Strict and Unreasonable Leave PolicyEmployees must apply for even a casual leave at least 3 days in advance.Emergency leaves are treated harshly, and many leave requests are rejected without any explanation.Salary deductions are imposed even if employees follow procedures but leaves are denied.
Result:Lack of transparency, poor planning, mismanagement of HR policies, and unfair practices are silently destroying employee morale, trust, and career growth at GhorerBazar.",0,0,
681c6260293ad62aed537bf4,Disorganized Leadership and Toxic Work Culture,Akij iBOS Limited,Negative,"Review:While salaries are paid on time, job security is nonexistent—you can be let go at any moment. The leadership team lacks the necessary expertise and professionalism. The CDO relies solely on ChatGPT for all queries, showing no understanding of SDLC. The CTO and CMO lack basic knowledge in their respective fields, and the CEO remains detached from the broader team. Management has no grasp of Agile, Scrum, or effective workflows, and overloads employees with unrealistic expectations without proper support. The work environment feels more like a factory than a professional setting, with employees treated as disposable. With no outside experience, leadership is out of touch with industry standards, leading to poor decision-making and inefficient use of resources.
Advice to Management:Invest in leadership training, embrace Agile methodologies, treat employees with respect, and benchmark against industry best practices to foster a healthier and more productive workplace.",6,0,
681c5fb2293ad62aed5377f5,Bogus,Builpe Tech Ltd,Negative,"No cv screening is send before calling a cadidate for literally saying u are not a match for this post
offeres only 35k for someone who needs to know ansible, puppet, k8s and what not
HR is the most irresponsible one",0,0,
681c5f9a293ad62aed5377c9,ডেভেলপারদের ক্যারিয়ার নষ্ট করার মত একটি ফার্ম,"QuadRION Technologies, CTG",Negative,"Management খুব বাজে। সফটওয়্যার ডেভেলপমেন্ট এরা কেন করতেসে তারা নিজেরাও জানে না। ক্লায়েন্ট থেকে কিভাবে Requirement নিতে হয়, ক্লায়েন্ট কিভাবে হ্যান্ডেল করতে হয় তা পর্যন্ত জানে না। খালি MD কে তেল মেরে মেরে চলে।  ১০ টাকার মর্নিং  স্ন্যাকস পর্যন্ত দিতে পারে না।ডেভেলপারদের মনে করে গার্মেন্টস কর্মী।  টাকা দেয় কম,  ইনক্রিমেন্ট করতে চাই  না।  স্যালারি ইনক্রিমেন্ট করার সময় হলে এরা ডেভেলপারদের  মুলা ঝুলাই দেয়।Management খালি ডেভেলপারদের মধ্যে একটা clash লাগাই দেয়। বোনাস একজনকে দিলে আরেকজনকে দেয় না।  ফুল রেসিস্ট একটা ফার্ম।যখন কোনো ডেভেলপার চলে যাবে বলে তখন তাদের সাথে রুড ব্যবহার করে, স্যালারি আটকায় রাখে।Management এ যারা রয়েছে তাদের ম্যাচুরিটির অনেক অভাব।",0,0,
681c5e69293ad62aed53761e,"Secured job, on-time salary, fun working environment.",Xpeedstudio,,"I've seen all the negative reviews on xpeedstudio on this platform. I've worked with the CTO emran vai very closely and mostofa vai (HR), and Ataur vai (CEO). They supported me when I was sick and gave me enough flexibility. Maybe the flexibility is not available right now. If you’re doing good work, our CTO will definitely give you recognition. And the ceo is a very friendly person. Unless every other company we don’t have any robotic culture. Their might be some problems, but overall I'm grateful to this company for their support in my bad times.",2,2,
681c5e4a293ad62aed5375ee,"Great Culture, Great Peoples",Cefalo Bangladesh Limited,,"The bosses actually care.They don’t just talk about “people‑first”—they poke their heads in, ask how you’re holding up, and back it up with real perks and breathing room.
Everyone gets a voice.Intern, lead, or the guy who just fixed the coffee machine—good ideas float straight to the top. Titles don’t hog the mic.
Work stays in its lane.When the day’s done, you’re free to log off, binge‑watch whatever without feeling you should sneak back online.
We chase shiny tech when we can.Most projects run on up‑to‑date stacks and proper pipelines; if we’re stuck with legacy stuff, it’s only because a client won’t budge.
The vibe is friendly, not cut‑throat.People high‑five small wins, share memes in Slack, and don’t treat collaboration like a competitive sport.
No mysterious curtain.Big decisions show up in open chats and town halls—so you always know the “why,” not just the “what.”",11,0,
681c5d7f293ad62aed5374ec,Do not Join ! A Great Place to Loose Your Skills,Adventure Dhaka Limited,Negative,In the name of Japanese culture the authority introduces new and shitty rules to the employees which basically hamper peoples freedom. Authority treat peoples like slaves.- Toxic work culture- unnecessary rules to keep employees in fear- Super Late Salary disbursement- No growthThe manager Mirajul is a pervert. He harassed unmarried female employees and ask for personal benefits over whatsapp and messenger. He graduated in Economics and made a fake profile of Software Engineer and get this position. He ruin the culture of this organization. Many female employees leave this organization due to his pervert behaviour.Any female person should not join here.,4,0,
681c5d47293ad62aed537493,Poor work environment and unqualified Japanese team,Venturas,Negative,"Pros
The company is quite good when it comes to salary disbursement. Remote working facility is another good thing to have.
Cons
1. CEO is very arrogant and lacks knowledge about software development. 2. Japanese people that are hired gets additional favor although most of them lacks knowledge and have very poor management skill. 3. HR policy is not professional at all. 4. Japanese project managers are very unprofessional. Does not discuss anything with engineers rather impose burdens to them. 5. For unqualified and unprofessional Japanese members, Bangladeshi engineers has to take the blame if something does not go according to the plan because of CEO's arrogancy and blind trust for Japanese people.",0,0,
